شناسه,لینک_مستقیم,عنوان,روستا,روستا_مطمئن,دسته_پرونده,نوع_مبهم,نوع_کلبه_از_API,متراژ_بنا_م2,متراژ_زمین_م2,تعداد_اتاق_خواب,ظرفیت_پایه,ظرفیت_حداکثر,امتیاز_کلی,تعداد_نظرات_API,امتیاز_دقت,امتیاز_ارتباط,امتیاز_پاکیزگی,امتیاز_موقعیت,امتیاز_تحویل,امتیاز_ارزش,تاریخ_اولین_نظر,تاریخ_آخرین_نظر,نشان_ها,میزبان_نام,میزبان_عضویت_از,میزبان_نرخ_پذیرش_درصد,میزبان_زمان_پاسخ_دقیقه,حداقل_شب,حداکثر_شب,شرایط_لغو,ملک_دربست_یا_مشترک,هزینه_نفر_اضافه_تومان,جکوزی,محل_جکوزی,استخر,گرمایش_استخر,چشم_انداز_جنگل,چشم_انداز_رودخانه,حیاط_اختصاصی_محصور,حریم_خصوصی,حضور_میزبان_یا_واحد_دیگر,پارکینگ,کیفیت_مسیر,اینترنت_وای_فای,سرمایش,گرمایش,حیوان_خانگی,موقعیت_توضیح,طول_جغرافیایی,عرض_جغرافیایی,وضعیت_API,منابع_شناسایی
3219516,/room/3219516,ویلا دوبلکس استخردار در بابل- سیدکلا,سیدکلا,بله,other,,ویلا,400,5000,3,6,8,4.9,23,5,5,5,4.7,5,4.8,2024-04-06,2026-08-11,اقامتگاه پلاس,عاطفه,2023-09-20,94,432,1,,متوسط,مشترک (فضای مشترک با میزبان یا مهمان دیگر),1500000,دارد,8 نفره,دارد,استخر آبگرم، جکوزی و میز بیلیارد در روستای خوش آب و,,,,,مشترک (فضای مشترک با میزبان یا مهمان دیگر),ذکر شده,,,داکت اسپیلت نانو با تهیه مطبوع در پذیرایی و اتاق خواب ها,یک شعله بخاری گازی در پذیرایی و هر اتاق خواب و یک دستگاه شومینه گازی در پذیرایی,پذیرش (قانون صریح),,52.7948,36.3107,active,cabins، db
3221738,/room/3221738,خانه ویلایی در بابلکنار - مرزیکلا,مرزیکلا,بله,other,,ویلا,130,500,1,4,8,5,9,5,5,5,5,5,4.8,2024-12-10,2026-03-26,اقامتگاه پلاس,محمد,2024-08-13,75,369,1,,متوسط,دربست,500000,,,,,,,ذکر شده,,,ذکر شده,,,کولر گازی پنجره ای در پذیرایی,یک شعله بخاری گازی در پذیرایی و یک شعله بخاری گازی در اتاق خواب,پذیرش (قانون صریح),,52.7388,36.3681,active,db
3223863,/room/3223863,اجاره ویلا در بابلکنار - کبریاکلا - طبقه سوم,کبریاکلا,بله,other,,ویلا,110,3000,2,4,11,5,1,5,5,5,5,5,5,2026-08-11,2026-08-11,,علی,2024-04-25,60,990,1,,سخت,مشترک (فضای مشترک با میزبان یا مهمان دیگر),250000,,,,,,,ذکر شده,مستقر است,مشترک (فضای مشترک با میزبان یا مهمان دیگر),ذکر شده,,,یک دستگاه اسپیلت 30000 در پذیرایی,یک شعله بخاری گازی در پذیرایی و یک شعله بخاری گازی در هر اتاق خواب,,,52.7385,36.326,active,db
3224637,/room/3224637,خانه مبله در بابلکنار - درونکلا شرقی - همکف,درونکلا,بله,other,,ویلا,100,2000,2,4,10,5,11,4.9,5,5,4.9,5,4.9,2025-03-25,2026-09-01,اقامتگاه پلاس,موسی,2024-05-02,70,337,1,,متوسط,مشترک (فضای مشترک با میزبان یا مهمان دیگر),400000,,,,,,,ذکر شده,,مشترک (فضای مشترک با میزبان یا مهمان دیگر),ذکر شده,,,یک دستگاه اسپلیت ۲۴۰۰۰ در پذیرایی,یک شعله بخاری گازی در پذیرایی و یک شعله بخاری گازی در هر اتاق خواب,پذیرش (قانون صریح),,52.7389,36.3917,active,db
3225382,/room/3225382,خانه ویلایی جکوزی دار در بابلکنار - بالف کلا,بالفکلا,بله,other,,ویلا,95,120,1,2,6,4.9,7,5,5,4.9,4.6,5,5,2026-03-20,2026-08-20,اقامتگاه پلاس,قاسم,2026-03-19,78,309,1,,متوسط,دربست,500000,دارد,4 نفره,,,,,ذکر شده,,,,,,یک دستگاه اسپیلت 24000 در پذیرایی,پکیج - رادیاتور,پذیرش (قانون صریح),,52.7527,36.3474,active,db
3227770,/room/3227770,خانه روستایی در بابلکنار - سیدکلا,سیدکلا,بله,other,,خانه روستایی,120,300,1,4,6,5,20,5,5,5,4.9,5,4.8,,,اقامتگاه پلاس؛ رزرو فوری,محمد,2024-05-04,100,7,1,,متوسط,دربست,400000,,,,,,,ذکر شده,دنج، آتشدان در روستای سیدکلا بابلکنار واقع شده است که حدود ۱۵ ک,,ذکر شده,,,یک دستگاه کولر اسپلیت 24000 در پذیرایی و یک دستگاه اسپلیت 12000 در اتاق خواب,یک شعله بخاری گازی در پذیرایی و یک شعله بخاری گازی در اتاق خواب,پذیرش (قانون صریح),,52.7813,36.3174,active,cabins، db
3227798,/room/3227798,ویلا دوبلکس در بابلکنار - بالفکلای شرقی,بالفکلا,بله,other,,ویلا,140,450,2,4,8,4.9,7,5,4.7,4.9,5,5,4.9,,,اقامتگاه پلاس,سیده معصومه,2024-04-04,0,52,1,,سخت,دربست,400000,,,,,,,ذکر شده,مستر به همراه تاب و بالکنی دلباز در روستای خوش آب و هوای بالفکل,,ذکر شده,,,یک دستگاه اسپیلت 24000 در پذیرایی,یک شعله بخاری گازی در پذیرایی و یک شعله بخاری گازی در یک اتاق خواب,پذیرش (قانون صریح),,52.7652,36.341,inactive,db
3227914,/room/3227914,اجاره سوئیت جنگلی در بابلکنار - گونه کلا,گونه کلا,بله,other,,خانه روستایی، سوئیت، ویلا,40,200,1,4,6,4.7,15,4.8,4.7,4.6,4.8,4.8,4.6,,,اقامتگاه پلاس,مختار,2024-05-21,94,264,1,,متوسط,مشترک (فضای مشترک با میزبان یا مهمان دیگر),300000,,,,,ذکر شده,,,دنج با چشم انداز زیبای جنگل های هیرکانی در روستای سرسبز و خوش آ,مشترک (فضای مشترک با میزبان یا مهمان دیگر),ذکر شده,,,یک دستگاه اسپیلت 24000 در پذیرایی,یک شعله بخاری گازی در پذیرایی و یک دستگاه بخاری برقی در اتاق خواب,پذیرش (قانون صریح),,52.7914,36.3341,active,cabins، db
3228452,/room/3228452,خانه مبله در بابلکنار - گونه کلا - طبقه ۲,گونه کلا,بله,other,,ویلا,95,150,1,4,6,4.7,13,4.7,4.7,4.7,4.7,4.8,4.5,,,اقامتگاه پلاس؛ رزرو فوری,ملیکا,2023-09-09,94,49,1,,متوسط,مشترک (فضای مشترک با میزبان یا مهمان دیگر),500000,,,,,,,ذکر شده,,مشترک (فضای مشترک با میزبان یا مهمان دیگر),ذکر شده,,,یک دستگاه اسپلیت 24000 در پذیرایی,یک شعله بخاری گازی در پذیرایی,پذیرش (قانون صریح),,52.7793,36.3267,active,cabins، db
3229283,/room/3229283,خانه ویلایی در بابلکنار - سیادرکا,سیادرکا,بله,other,,ویلا,50,1000,1,2,4,4.7,13,4.8,4.9,4.3,4.8,4.9,4.5,,,,محمدرضا,2024-06-24,53,204,1,,سخت,دربست,500000,,,,,,,ذکر شده,دنج در روستای خوش آب و هوای سیادرکا واقع شده است که حدود ۲ کیلو,,ذکر شده,,,یک دستگاه کولر اسپلیت 12000 در پذیرایی,یک شعله بخاری گازی در پذیرایی و یک شعله بخاری گازی در یک اتاق خواب,پذیرش (قانون صریح),,52.7462,36.369,active,db
3230216,https://www.jajiga.com/room/3230216,ویلا دوبلکس با جکوزی,سیدکلا,بله,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,خطا 404,cabins، db
3230782,/room/3230782,خانه روستایی در بابلکنار - درازکلا,درازکلا,بله,other,,خانه روستایی، ویلا,60,150,1,2,5,5,21,5,5,4.9,4.9,5,4.9,,,اقامتگاه پلاس,غلامحسن,2024-05-27,92,385,1,,متوسط,دربست,300000,,,,,,,ذکر شده,دنج در روستای درازکلا از منطقه بابلکنار و با فاصله حدود ۲۵ کیلو,,ذکر شده,,,یک دستگاه کولر اسپلیت 18000 در پذیرایی,یک شعله بخاری گازی در پذیرایی و یک شعله بخاری گازی در یک اتاق خواب,پذیرش (قانون صریح),,52.7361,36.3388,active,db
3231176,/room/3231176,خانه روستایی در شیرگاه - فرامرزکلا,فرامرزکلا,بله,other,,خانه روستایی، ویلا,80,400,2,4,7,4.3,15,4.5,4.5,4.3,4.2,4.3,4,,,,علی,2025-05-17,38,384,1,,متوسط,دربست,300000,,,,,,,ذکر شده,,,ذکر شده,,,یک دستگاه اسپلیت 12000 در پذیرایی,یک شعله بخاری گازی در پذیرایی و یک شعله بخاری گازی در اتاق خواب,پذیرش (قانون صریح),,52.8081,36.3595,active,db
3232816,/room/3232816,خانه روستایی در بابلکنار - سیدکلا,سیدکلا,بله,other,,خانه روستایی، ویلا,120,300,2,4,10,5,30,5,5,4.9,5,5,4.9,,,اقامتگاه پلاس؛ رزرو فوری,محمدرضا,2024-08-29,95,165,1,,متوسط,دربست,399000,,,,,,,ذکر شده,,,ذکر شده,,,یک دستگاه اسپیلت 18000 در پذیرایی,یک شعله بخاری گازی در پذیرایی,پذیرش (قانون صریح),,52.7911,36.3065,active,cabins، db
3233229,/room/3233229,ویلا دوبلکس در شیرگاه - فرامرزکلا,فرامرزکلا,بله,other,,ویلا,430,500,3,6,12,4.6,18,4.7,4.3,4.5,4.8,4.8,4.2,,,اقامتگاه پلاس,محمد,2024-05-21,71,362,2,,سخت,دربست,1000000,,,,,ذکر شده,,ذکر شده,مستر با حیاطی دنج، فوتبال دستی و تراس دلباز در روستای فرامرزکلا,,ذکر شده,,,یک دستگاه کولر اسپلیت 30000 در پذیرایی و یک دستگاه اسپیلت 24000,پکیج - رادیاتور,پذیرش (قانون صریح),,52.8116,36.3623,active,db
3234025,/room/3234025,ویلا جنگلی در بابلکنار - جاده هفت آبشار,بابلکنار,نامطمئن,other,,خانه روستایی، ویلا,60,200,1,2,4,4.9,61,4.9,4.9,4.8,4.7,5,4.9,,,اقامتگاه پلاس؛ رزرو فوری,ناصر,2024-06-02,99,67,1,,متوسط,دربست,500000,,,,,ذکر شده,,ذکر شده,,,ذکر شده,,,یک دستگاه کولر اسپیلت 12000 در پذیرایی,یک شعله بخاری گازی در پذیرایی و یک شعله بخاری در اتاق خواب,پذیرش (قانون صریح),,52.6989,36.2659,active,db
3234201,/room/3234201,خانه ویلایی در شیرگاه - فرامرزکلا - همکف,فرامرزکلا,بله,other,,ویلا,70,180,1,4,6,5,2,5,5,5,5,5,5,,,,ماهان,2024-05-28,24,310,1,,متوسط,مشترک (فضای مشترک با میزبان یا مهمان دیگر),195000,,,,,,,ذکر شده,,مشترک (فضای مشترک با میزبان یا مهمان دیگر),ذکر شده,,,یک دستگاه کولر اسپیلت 18000 در پذیرایی,یک شعله بخاری گازی در پذیرایی و یک شعله بخاری گازی دراتاق خواب,پذیرش (قانون صریح),,52.8062,36.358,active,db
3235589,/room/3235589,سوئیت در بابلکنار - سیادرکا,سیادرکا,بله,other,,سوئیت,60,300,1,2,5,4.8,3,5,5,5,4.7,5,4.3,,,,امیر محمد,2024-06-11,90,124,1,,سخت,مشترک (فضای مشترک با میزبان یا مهمان دیگر),350000,,,,,,,ذکر شده,دنج در روستای خوش آب و هوای سیادرکا واقع شده است که حدود ۲ کیلو,مشترک (فضای مشترک با میزبان یا مهمان دیگر),ذکر شده,,,یک دستگاه اسپلیت 18000 در پذیرایی,پکیج - رادیاتور,پذیرش (قانون صریح),,52.7564,36.3619,active,db
3239729,/room/3239729,اجاره خانه روستایی در بابلکنار - ریگ چشمه,بابلکنار,نامطمئن,other,,سوئیت,80,2000,2,3,5,4.7,5,4.2,5,4.8,4.6,5,4.6,,,,لیلا,2024-08-06,25,284,1,,متوسط,دربست,500000,,,,,ذکر شده,,ذکر شده,دنج و حوضچه در حاشیه جاده هفت آبشار در روستای سرسبز ریگ چشمه وا,,ذکر شده,,,یک اسپیلت 12000 در یک اتاق مستر,یک شعله بخاری گازی در هر اتاق,پذیرش (قانون صریح),,52.7177,36.3255,active,db
3239998,/room/3239998,خانه مبله در بابلکنار - مرزیکلا - همکف,مرزیکلا,بله,other,,آپارتمان، ویلا,90,230,1,4,6,5,1,5,5,5,5,5,5,,,,مهدی,2025-08-03,0,459,1,,متوسط,مشترک (فضای مشترک با میزبان یا مهمان دیگر),300000,,,,,,,ذکر شده,,مشترک (فضای مشترک با میزبان یا مهمان دیگر),ذکر شده,,,یک دستگاه اسپلیت 18000 در پذیرایی,یک شعله بخاری گازی در پذیرایی,پذیرش (قانون صریح),,52.7372,36.3651,inactive,db
3241651,/room/3241651,رزرو ویلا در بابلکنار - کلاریکلا,کلاریکلا,بله,other,,ویلا,80,220,2,4,8,5,5,5,5,5,5,5,5,,,اقامتگاه پلاس,داراب,2024-09-30,80,409,1,,متوسط,دربست,400000,,,,,,,ذکر شده,دنج در روستای کلاریکلا واقع شده که تا شهر بابلکنار حدود ۱۵ کیلو,,ذکر شده,,,یک دستگاه اسپلیت 24000 در پذیرایی,یک شعله بخاری گازی در پذیرایی و یکی در اتاق خواب,پذیرش (قانون صریح),,52.7177,36.3641,active,db
3242462,/room/3242462,خانه مبله در بابلکنار - درونکلا شرقی,درونکلا,بله,other,,ویلا,110,4000,1,4,10,4.7,10,4.8,4.7,4.7,4.5,5,4.5,,,اقامتگاه پلاس,محمدعلی,2025-10-27,83,322,1,,سخت,مشترک (فضای مشترک با میزبان یا مهمان دیگر),300000,,,,,ذکر شده,,,دنج با چشم انداز جنگلی در طبقه همکف یک ساختمان دو طبقه دو واحدی,مشترک (فضای مشترک با میزبان یا مهمان دیگر),ذکر شده,,,کولر گازی پنجره ای,یک شعله بخاری گازی در پذیرایی,پذیرش (قانون صریح),,52.731,36.3995,active,db
3243143,/room/3243143,اجاره خانه ویلایی در بابلکنار - بالفکلا شرقی,بالفکلا,بله,other,,ویلا,100,1500,0,3,6,4.8,13,4.9,5,4.8,4.8,4.9,4.7,,,اقامتگاه پلاس,آزاده,2024-10-20,71,358,1,,متوسط,مشترک (فضای مشترک با میزبان یا مهمان دیگر),450000,,,,,,,,,مشترک (فضای مشترک با میزبان یا مهمان دیگر),ذکر شده,,,یک دستگاه اسپلیت 12000 در پذیرایی,یک شعله بخاری گازی در پذیرایی,پذیرش (قانون صریح),,52.753,36.344,active,db
3244715,/room/3244715,اجاره ویلا دوبلکس در بابلکنار - گونه کلا,گونه کلا,بله,other,,ویلا,170,300,2,4,8,4.4,21,4.4,4,4.7,4.4,4.7,4.1,,,,مهدی,2023-06-21,0,184,1,,سخت,دربست,500000,,,,,,,ذکر شده,,,ذکر شده,,,یک دستگاه اسپلیت 30000 در پذیرایی,پکیچ - رادیاتور,پذیرش (قانون صریح),,52.7934,36.335,inactive,db
3245193,/room/3245193,اجاره خانه مبله در بابلکنار,بابلکنار,نامطمئن,other,,ویلا,90,300,1,4,8,2.8,1,3,3,3,3,3,2,,,,سرکارخانم مریم,2024-10-27,50,974,3,,متوسط,دربست,500000,,,,,,,ذکر شده,دنج در طبقه اول یک ساختمان دو طبقه یک واحدی در منطقه بابلکنار و,,ذکر شده,,,اسپیلت 24000 در پذیرایی,یک شعله بخاری گازی در اتاق,پذیرش (قانون صریح),,52.7803,36.3326,active,db
3246328,/room/3246328,اجاره سوئیت مبله در بابلکنار - درازکش,درازکش,بله,other,,سوئیت,20,1000,0,2,2,4.9,25,4.9,5,4.9,4.9,5,4.9,,,اقامتگاه پلاس؛ رزرو فوری,سمیه,2024-05-15,99,46,1,,سخت,مشترک (فضای مشترک با میزبان یا مهمان دیگر),0,,,,,,,ذکر شده,,مشترک (فضای مشترک با میزبان یا مهمان دیگر),ذکر شده,,,یک دستگاه اسپلیت دو منظوره  9000 در پذیرایی,یک دستگاه اسپلیت دو منظوره  9000 در پذیرایی و یک شعله بخاری گازی,پذیرش (قانون صریح),,52.6782,36.2725,active,db
3247989,/room/3247989,ویلا با چشم انداز کوه در بابلکنار - درازکلا,درازکلا,بله,other,,ویلا,100,200,1,4,6,4.6,33,4.8,4.8,4.8,4.3,4.7,4.3,,,اقامتگاه پلاس؛ اقامتگاه خاص,سینا,2024-11-11,91,406,1,,سخت,دربست,400000,,,,,ذکر شده,,ذکر شده,,,ذکر شده,,,یک دستگاه کولر اسپلیت 18000 در پذیرایی و یک دستگاه اسپلیت 18000 در اتاق خواب,پکیج - شوفاژ,پذیرش (قانون صریح),,52.7364,36.3391,active,db
3249572,/room/3249572,اجاره ویلا دوبلکس استخردار در بابلکنار - چهره,چهره,بله,other,,ویلا,100,240,2,4,6,4.7,15,4.9,4.9,4.7,4.7,4.9,4.4,,,اقامتگاه پلاس,امین,2024-12-10,97,326,1,,متوسط,دربست,800000,,,دارد,,,,ذکر شده,مستر است با دسترسی حدود ۵ پله و حیاطی دلباز و امکاناتی نظیر است,,ذکر شده,,,یک دستگاه اسپلیت 18000 در پذیرایی و یک دستگاه اسپلیت 9000 در اتاق خواب,یک شعله بخاری گازی در پذیرایی,پذیرش (قانون صریح),,52.7102,36.3474,active,db
3249930,/room/3249930,ویلا تراس دار در بابلکنار - رئیسکلا,رئیسکلا,بله,other,,ویلا,60,80,1,4,5,4.9,61,5,5,4.9,4.8,5,4.9,,,اقامتگاه پلاس؛ رزرو فوری,ولی,2024-12-17,90,147,1,,سخت,دربست,450000,,,,,,,ذکر شده,,,ذکر شده,,,یک دستگاه اسپیلت 18000 در پذیرایی و یک دستگاه اسپیلت 9000 در اتاق خواب,یک شعله بخاری گازی در پذیرایی و یک شعله بخاری گازی در اتاق خواب,پذیرش (قانون صریح),,52.7479,36.3733,active,db
3251127,/room/3251127,اجاره خانه ویلایی در بابلکنار - ممرزکن,ممرزکن,بله,other,,ویلا,100,1000,1,4,6,4.7,7,4.7,5,4.3,4.7,5,4.5,,,,یوسف,2025-03-04,48,242,1,,متوسط,مشترک (فضای مشترک با میزبان یا مهمان دیگر),100000,,,,,,,,,مشترک (فضای مشترک با میزبان یا مهمان دیگر),,,,,یک شعله بخاری گازی در پذیرایی و یک شعله بخاری گازی در اتاق خواب,پذیرش (قانون صریح),,52.7029,36.2653,active,db
3251603,/room/3251603,خانه مبله در بابلکنار - چهره - طبقه دوم,چهره,بله,other,,آپارتمان,120,1000,2,4,10,4.8,43,4.9,5,4.4,4.8,5,4.8,,,اقامتگاه پلاس,راضیه,2025-06-08,90,546,1,,متوسط,مشترک (فضای مشترک با میزبان یا مهمان دیگر),200000,,,,,,,,,مشترک (فضای مشترک با میزبان یا مهمان دیگر),ذکر شده,,,یک دستگاه اسپلیت 30000 در پذیرایی,پکیج - رادیاتور,پذیرش (قانون صریح),,52.7243,36.3527,active,db
3251670,/room/3251670,سوئیت مبله در بابلکنار - امام زاده رضا - همکف,بابلکنار,نامطمئن,other,,سوئیت، ویلا,80,500,1,4,10,5,10,5,5,5,4.8,5,5,,,اقامتگاه پلاس,حسین,2025-01-13,74,264,1,,آسان,دربست,300000,,,,,,,ذکر شده,خلوت و تراس است,,ذکر شده,,,,یک شعله بخاری گازی در پذیرایی,پذیرش (قانون صریح),,52.6837,36.3231,active,db
3252162,/room/3252162,اجاره سوئیت حیاط دار در بابلکنار - درازکلا,درازکلا,بله,other,,سوئیت، ویلا,45,1700,0,4,6,,0,,,,,,,,,,سیدکمال,2025-04-15,0,280,1,,متوسط,دربست,400000,,,,,,ذکر شده,ذکر شده,,,ذکر شده,,,,یک عدد بخاری برقی,پذیرش (قانون صریح),,52.7364,36.3495,inactive,db
3252194,/room/3252194,ویلا دوبلکس با وان جکوزی در بابلکنار - کبریاکلا,کبریاکلا,بله,other,,ویلا,130,420,2,3,6,5,7,5,5,4.9,5,4.9,5,,,اقامتگاه پلاس,اسماعیل,2025-01-27,0,422,1,,متوسط,دربست,500000,دارد,جکوزی در بابلکنار - کبریاکلا**,,,,,ذکر شده,,,ذکر شده,,,یک دستگاه اسپلیت 24 هزار در پذیرایی.اسپلیت 12 هزار در اتاق خواب ها,پکیج - رایاتور و یک شعله بخاری گازی در پذیرایی,پذیرش (قانون صریح),,52.7274,36.3273,inactive,db
3252284,/room/3252284,ویلا استخردار در بابلکنار - درونکلا شرقی,درونکلا,بله,other,,ویلا,200,2000,2,5,15,4.5,21,4.5,4.4,4.4,4.4,4.8,4.4,,,,مبینا,2025-02-01,90,169,1,,سخت,دربست,500000,دارد,6 نفره,دارد,,,,ذکر شده,,,ذکر شده,,,یک دستگاه اسپلیت 32000 در پذیرایی، یک دستگاه اسپلیت 18000 در یک اتاق خواب,یک شعله بخاری گازی در پذیرایی و یک شعله بخاری گازی در هر اتاق خواب,,,52.7292,36.3896,active,db
3257088,/room/3257088,اجاره خانه ویلایی در بابلکنار - کلاریکلا,کلاریکلا,بله,other,,ویلا,100,400,1,4,6,4.8,13,4.8,5,4.6,4.8,4.9,4.8,,,اقامتگاه پلاس,فیض اله,2025-04-03,81,189,1,,متوسط,دربست,700000,,,,,,,ذکر شده,,,ذکر شده,,,یک دستگاه اسپلیت 30000 در پذیرایی,یک شعله بخاری گازی در پذیرایی و یک شعله بخاری گازی در اتاق خواب,,,52.7138,36.3629,active,db
3258808,/room/3258808,خانه ویلایی با وان جکوزی در بابلکنار - درونکلا,درونکلا,بله,other,,ویلا,90,300,1,2,10,4.4,25,4.5,4.6,4.3,4.3,4.8,4.1,,,رزرو فوری,سید محمد,2025-04-16,92,54,1,,متوسط,دربست,300000,دارد,دو نفره,,,,,ذکر شده,,,ذکر شده,,,یک دستگاه کولر اسپیلت 12000 در پذیرایی,یک شعله بخاری گازی در پذیرایی و یک شعله بخاری گازی در اتاق خواب,پذیرش (قانون صریح),,52.708,36.3771,active,db
3260521,/room/3260521,اجاره سوئیت مبله در بابلکنار - سیادرکا,سیادرکا,بله,other,,سوئیت، ویلا,50,3000,1,2,5,4.7,18,4.8,5,4.3,4.7,5,4.5,,,اقامتگاه پلاس,فاطمه زهرا,2025-04-19,83,296,1,,متوسط,مشترک (فضای مشترک با میزبان یا مهمان دیگر),380000,,,,,,,ذکر شده,,مشترک (فضای مشترک با میزبان یا مهمان دیگر),ذکر شده,,,یک دستگاه اسپیلت ۱۸ هزار در پذیرایی,یک شعله بخاری گازی در پذیرایی,پذیرش (قانون صریح),,52.7552,36.3636,active,db
3261222,/room/3261222,ویلا دوبلکس استخردار در بابلکنار - سیاه درکا,بابلکنار,نامطمئن,other,,ویلا,220,400,3,4,8,4.9,11,5,5,5,4.8,5,4.8,,,اقامتگاه پلاس,جابر,2025-04-08,100,218,1,,متوسط,دربست,680000,,,دارد,,,,ذکر شده,مستر است، با استخر روباز آبسرد، میز فوتبال دستی، حیاط مجهز به آ,,ذکر شده,,,یک دستگاه اسپیلت 24000 در پذیرایی پایین و پذیرایی بالا,پکیج - شوفاژ,پذیرش (قانون صریح),,52.7531,36.3583,active,db
3262853,/room/3262853,خانه مبله در بابلکنار - سیدکلا - طبقه دوم,سیدکلا,بله,other,,ویلا,90,700,2,4,10,4.6,32,4.6,4.6,4.7,4.3,4.8,4.6,,,اقامتگاه پلاس,فائزه,2023-07-16,99,289,1,7,متوسط,دربست,500000,,,,,,,ذکر شده,,,ذکر شده,,,یه دستگاه ۱۸هزار اسپیلت,یک شعله بخاری گازی در پذیرایی و یک شعله بخاری گازی در هر اتاق خواب,پذیرش (قانون صریح),,52.7911,36.3068,active,cabins، db
3263343,/room/3263343,اجاره سوئیت حیاط دار در بابلکنار - درازکلا,درازکلا,بله,other,,سوئیت، ویلا,60,500,1,2,5,4.4,10,4.4,4.5,4.1,4.5,4.7,4.1,,,,سیدسعید,2025-04-16,25,25,1,,متوسط,دربست,300000,,,,,,,ذکر شده,,,ذکر شده,,,یک دستگاه اسپیلت 18 هزار در پذیرایی,یک شعله بخاری گازی در پذیرایی,پذیرش (قانون صریح),,52.7167,36.331,active,db
3264268,/room/3264268,اجاره خانه روستایی در لفور - افراسی,لفور,بله,other,,کلبه، خانه روستایی,70,900,1,4,6,4.9,50,4.9,5,4.9,4.8,5,4.8,,,اقامتگاه پلاس؛ رزرو فوری,راضیه,2025-04-21,98,210,1,,متوسط,مشترک (فضای مشترک با میزبان یا مهمان دیگر),700000,,,,,,,ذکر شده,,مشترک (فضای مشترک با میزبان یا مهمان دیگر),ذکر شده,,,یک دستگاه اسپیلت 18000 در پذیرایی,یک شعله بخاری گازی در پذیرایی و یک شعله بخاری گازی در اتاق خواب,پذیرش (قانون صریح),,52.7217,36.2555,active,corpus
3264785,/room/3264785,ویلا دوبلکس در بابلکنار - سیادرکا,سیادرکا,بله,other,,ویلا,70,1000,1,2,6,4.8,17,4.8,4.9,4.9,4.7,4.9,4.8,,,اقامتگاه پلاس؛ رزرو فوری,اشرف السادات,2025-04-23,97,61,1,,متوسط,مشترک (فضای مشترک با میزبان یا مهمان دیگر),300000,,,,,,,,مستقر می باشد,مشترک (فضای مشترک با میزبان یا مهمان دیگر),ذکر شده,,,یک دستگاه اسپیلت 30000 در پذیرایی,یک شعله بخاری گازی در پذیرایی,پذیرش (قانون صریح),,52.7466,36.3647,active,db
3264789,/room/3264789,ویلا دوبلکس جکوزی دار در مرزیکلا - سیادرکا,مرزیکلا,بله,other,,ویلا,70,1000,1,2,6,4.7,30,4.8,4.9,4.4,4.3,5,4.7,,,اقامتگاه پلاس؛ رزرو فوری,اشرف السادات,2025-04-23,97,61,1,,متوسط,مشترک (فضای مشترک با میزبان یا مهمان دیگر),400000,دارد,وان جکوزی,,,,,,مستقر می باشد,مشترک (فضای مشترک با میزبان یا مهمان دیگر),ذکر شده,,,یک دستگاه اسپیلت 30000 در پذیرایی,یک شعله بخاری گازی در پذیرایی,پذیرش (قانون صریح),,52.7462,36.3605,active,db
3266506,/room/3266506,ویلا جنگلی با جکوزی در بابلکنار,بابلکنار,نامطمئن,other,,ویلا,90,4000,2,4,4,4.9,28,4.9,5,4.9,4.8,5,4.7,,,اقامتگاه پلاس؛ رزرو فوری,زینب,2025-06-14,98,100,1,,سخت,مشترک (فضای مشترک با میزبان یا مهمان دیگر),1500000,دارد,وان جکوزی 4 نفره,,,,,ذکر شده,,مشترک (فضای مشترک با میزبان یا مهمان دیگر),ذکر شده,,,یک دستگاه اسپیلت 28000 در پذیرایی و دو دستگاه اسپیلت 12000 در هر اتاق خواب,پکیج و گرمایش از کف,پذیرش (قانون صریح),,52.7459,36.3461,active,db
3267188,/room/3267188,اجاره سوئیت بالکن دار در بابلکنار - سیادرکا,سیادرکا,بله,other,,سوئیت، ویلا,50,65,1,2,4,3.7,2,4,4,3,3.5,4.5,3,,,,ساعده,2025-05-05,65,400,1,,آسان,مشترک (فضای مشترک با میزبان یا مهمان دیگر),200000,,,,,,,ذکر شده,,مشترک (فضای مشترک با میزبان یا مهمان دیگر),ذکر شده,,,یک دستگاه اسپلیت 18000 در پذیرایی,یک شعله بخاری گازی در پذیرایی و یک دستگاه بخاری برقی در اتاق خواب,,,52.75,36.3637,active,db
3267813,/room/3267813,اجاره سوئیت در بابلکنار - تیرکن,تیرکن,بله,other,,سوئیت,70,100,1,5,6,4.7,13,4.3,4.9,4.5,4.9,5,4.5,,,,سعید,2025-05-31,23,147,1,,متوسط,مشترک (فضای مشترک با میزبان یا مهمان دیگر),200000,,,,,,,,,مشترک (فضای مشترک با میزبان یا مهمان دیگر),,,,,یک شعله بخاری گازی در پذیرایی,پذیرش (قانون صریح),,52.7273,36.2538,active,db
3268545,/room/3268545,اجاره خانه روستایی در بابلکنار - شیردارکلا,شیردارکلا,بله,other,,خانه روستایی,80,400,1,4,6,4,5,4.4,4.6,3.2,4.4,4.2,3.4,,,,عماد,2025-06-08,70,56,1,,متوسط,دربست,200000,,,,,,,ذکر شده,,,ذکر شده,,,یک دستگاه اسپیلت 12000 در پذیرایی,یک شعله بخاری گازی در پذیرایی,پذیرش (قانون صریح),,52.772,36.3373,active,cabins، db
